"Herb names (Chinese, English)",MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OB value,Caco2 value,DL value,HL value,Total
Ñó½ð»¨£¨Datura Flower£©,MOL011488,648.82,0.33,6,12,41.16,-1.71,-2.42,0.25,0.27,10.6,TRUE,FALSE,TRUE,TRUE,FALSE
ºú½·(Pepper Fruit),MOL002866,327.46,4.31,1,4,65.9,1.02,0.37,0.33,0.3,10.61,TRUE,TRUE,TRUE,TRUE,TRUE
Ïã¸½£¨Nutgrass Galingale Rhizome£©,MOL004060,246.23,1.3,1,5,68.36,0.42,-0.05,0.18,0,10.63,TRUE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010220,114.26,3.82,0,0,46.58,1.8,2.11,0.01,0.22,10.64,TRUE,TRUE,FALSE,TRUE,FALSE
±¡ºÉ(Peppermint),MOL002374,156.3,2.78,1,1,50.32,1.3,1.59,0.03,0.2,10.65,TRUE,TRUE,FALSE,TRUE,FALSE
¾£½æ£¨Fineleaf Schizonepeta Herb£©,MOL002374,156.3,2.78,1,1,50.32,1.3,1.59,0.03,0.2,10.65,TRUE,TRUE,FALSE,TRUE,FALSE
Âé»Æ£¨Ephedra£©,MOL002374,156.3,2.78,1,1,50.32,1.3,1.59,0.03,0.2,10.65,TRUE,TRUE,FALSE,TRUE,FALSE
¸É½ª(Dried Ginger),MOL002512,133.17,-1.93,4,4,50.1,-0.66,-1.46,0.02,0.21,10.65,TRUE,FALSE,FALSE,TRUE,FALSE
Þ¯°×£¨Longstamen Onion Bulb£©,MOL007649,150.34,2.99,0,0,59.57,1.8,2.01,0.01,0.32,10.65,TRUE,TRUE,FALSE,TRUE,FALSE
Ç°ºú£¨Hogfennel Root£©,MOL013106,96.19,2.41,0,0,48.49,1.77,2.24,0.02,0.21,10.65,TRUE,TRUE,FALSE,TRUE,FALSE
×Ï»¨Ç°ºú£¨Hogfennel Root£©,MOL013106,96.19,2.41,0,0,48.49,1.77,2.24,0.02,0.21,10.65,TRUE,TRUE,FALSE,TRUE,FALSE
ºì»¨£¨Safflower£©,MOL002679,148.23,1.61,0,3,40.81,0.96,0.86,0.02,0.23,10.66,TRUE,TRUE,FALSE,TRUE,FALSE
²ñºú£¨Chinese Thorowax Root£©,MOL004680,154.28,2.36,1,1,35.3,1.22,1.43,0.03,0.26,10.66,TRUE,TRUE,FALSE,TRUE,FALSE
ÐÁÒÄ(Biond Magnolia Flower),MOL004680,154.28,2.36,1,1,35.3,1.22,1.43,0.03,0.26,10.66,TRUE,TRUE,FALSE,TRUE,FALSE
Éú½ª£¨Fresh Ginger £©,MOL004680,154.28,2.36,1,1,35.3,1.22,1.43,0.03,0.26,10.66,TRUE,TRUE,FALSE,TRUE,FALSE
Ü¾Ý´£¨Cilantro£©,MOL004680,154.28,2.36,1,1,35.3,1.22,1.43,0.03,0.26,10.66,TRUE,TRUE,FALSE,TRUE,FALSE
×ÏËÕ£¨Perilla Leaf£©×Ó,MOL002166,100.23,3.36,0,0,59.94,1.81,2.25,0.01,0.22,10.67,TRUE,TRUE,FALSE,TRUE,FALSE
Ç£Å£×Ó(Pharbitis Seed),MOL002166,100.23,3.36,0,0,59.94,1.81,2.25,0.01,0.22,10.67,TRUE,TRUE,FALSE,TRUE,FALSE
´¨Üº(Sichuan Lovage Rhizome),MOL002166,100.23,3.36,0,0,59.94,1.81,2.25,0.01,0.22,10.67,TRUE,TRUE,FALSE,TRUE,FALSE
¸Ê²Ý£¨Liquorice Root£©,MOL002166,100.23,3.36,0,0,59.94,1.81,2.25,0.01,0.22,10.67,TRUE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL002166,100.23,3.36,0,0,59.94,1.81,2.25,0.01,0.22,10.67,TRUE,TRUE,FALSE,TRUE,FALSE
ÄÏ¹Ï×Ó£¨pumpkin seeds£©,MOL010879,115.2,1.2,2,2,59.18,0.94,1.16,0.01,0.22,10.67,TRUE,TRUE,FALSE,TRUE,FALSE
Ã»Ò©(Myrrh),MOL001155,262.38,3.18,0,3,32.61,1.08,1.18,0.15,0.23,10.68,TRUE,TRUE,FALSE,TRUE,FALSE
ºÉÒ¶£¨Lotus Leaf£©,MOL007209,136.26,3,0,0,53.57,1.77,2.13,0.05,0.15,10.68,TRUE,TRUE,FALSE,TRUE,FALSE
ÀóÖ¦ºË(Lychee Seed),MOL007209,136.26,3,0,0,53.57,1.77,2.13,0.05,0.15,10.68,TRUE,TRUE,FALSE,TRUE,FALSE
ºÚ¶¹£¨Semen Sojae Atricolor£©,MOL009693,137.25,1.93,0,1,110.49,1.84,2.01,0.02,0.17,10.68,TRUE,TRUE,FALSE,TRUE,FALSE
¿î¶¬»¨(Common Coltsfoot Flower),MOL010013,378.56,3.47,2,5,75.82,-0.04,-0.1,0.33,0.31,10.68,TRUE,TRUE,TRUE,TRUE,TRUE
ÄÏÉ³²Î£¨Fourleaf Ladybell Root£©,MOL003468,128.24,2.21,1,1,46.99,1.1,1.29,0.02,0.19,10.69,TRUE,TRUE,FALSE,TRUE,FALSE
ÎâÜïÝÇ(Medicinal Evodia Fruit),MOL003990,128.24,2.26,1,1,69.99,1.27,1.41,0.01,0.29,10.69,TRUE,TRUE,FALSE,TRUE,FALSE
¹³ÌÙ(Gambir Plant Nod),MOL008463,368.47,0.98,1,6,56.74,0.13,-0.19,0.75,0.3,10.7,TRUE,TRUE,TRUE,TRUE,TRUE
Ñó½ð»¨£¨Datura Flower£©,MOL011484,650.84,0.36,6,12,36.13,-1.54,-2.09,0.25,0.23,10.7,TRUE,FALSE,TRUE,TRUE,FALSE
°ëÖ¦Á«£¨Barbated Skullcup Herb£©,MOL012239,138.28,3.7,0,0,33.17,1.83,2.13,0.02,0.24,10.7,TRUE,TRUE,FALSE,TRUE,FALSE
Ü¾Ý´£¨Cilantro£©,MOL008705,116.18,1.49,0,2,54.27,1.19,1.42,0.01,0.24,10.71,TRUE,TRUE,FALSE,TRUE,FALSE
À±½·( Hot Pepper),MOL008705,116.18,1.49,0,2,54.27,1.19,1.42,0.01,0.24,10.71,TRUE,TRUE,FALSE,TRUE,FALSE
Ýæ²Ý¸ù£¨Radix hemerocallis£©,MOL008705,116.18,1.49,0,2,54.27,1.19,1.42,0.01,0.24,10.71,TRUE,TRUE,FALSE,TRUE,FALSE
±¡ºÉ(Peppermint),MOL002036,138.28,3.78,0,0,59.43,1.78,2.08,0.03,0.15,10.72,TRUE,TRUE,FALSE,TRUE,FALSE
²à°ØÒ¶(Chinese Arborvitae Twig and Leaf),MOL002036,138.28,3.78,0,0,59.43,1.78,2.08,0.03,0.15,10.72,TRUE,TRUE,FALSE,TRUE,FALSE
Âí¶µÁå£¨Dutohmanspipe Fruit£©,MOL002036,138.28,3.78,0,0,59.43,1.78,2.08,0.03,0.15,10.72,TRUE,TRUE,FALSE,TRUE,FALSE
ÐÁÒÄ(Biond Magnolia Flower),MOL002829,154.28,2.36,1,1,40.91,1.18,1.34,0.03,0.27,10.72,TRUE,TRUE,FALSE,TRUE,FALSE
Éú½ª£¨Fresh Ginger £©,MOL002829,154.28,2.36,1,1,40.91,1.18,1.34,0.03,0.27,10.72,TRUE,TRUE,FALSE,TRUE,FALSE
ºú½·(Pepper Fruit),MOL002829,154.28,2.36,1,1,40.91,1.18,1.34,0.03,0.27,10.72,TRUE,TRUE,FALSE,TRUE,FALSE
Ï¸ÐÁ(Manchurian Wildginger)(Manchurian Wildginger),MOL002829,154.28,2.36,1,1,40.91,1.18,1.34,0.03,0.27,10.72,TRUE,TRUE,FALSE,TRUE,FALSE
ºÚÀÏ»¢£¨Radix Kadsurae Coccineae£©,MOL010568,128.24,2.47,0,1,72.34,1.31,1.61,0.01,0.27,10.72,TRUE,TRUE,FALSE,TRUE,FALSE
´¨Üº(Sichuan Lovage Rhizome),MOL002134,148.22,2.7,0,1,80.37,1.46,1.59,0.03,0.4,10.73,TRUE,TRUE,FALSE,TRUE,FALSE
ÈýÆß£¨Sanqi£©»¨,MOL006733,785.14,2.22,9,13,37.03,-2.04,-2.99,0.25,0.25,10.73,TRUE,FALSE,TRUE,TRUE,FALSE
ÈË²Î£¨Ginseng£©Ò¶,MOL006733,785.14,2.22,9,13,37.03,-2.04,-2.99,0.25,0.25,10.73,TRUE,FALSE,TRUE,TRUE,FALSE
°Ë½ÇÁ«(Common Dysosmatis Rhizome and Root),MOL001713,414.44,2.11,1,8,30.61,0.21,-0.4,0.86,0.22,10.74,TRUE,TRUE,TRUE,TRUE,TRUE
°Ë½ÇÁ«(Common Dysosmatis Rhizome and Root),MOL001713,414.44,2.11,1,8,30.61,0.21,-0.4,0.86,0.22,10.74,TRUE,TRUE,TRUE,TRUE,TRUE
´¹Åè²Ý£¨Stringy Stonecrop Herb£©,MOL002065,143.26,0.71,1,2,52.21,0.84,0.97,0.02,0.23,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
·ðÊÖ£¨Finger Citron£©,MOL005087,168.26,2.21,1,2,58.11,1.11,1.33,0.04,0.29,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
Á½ÃæÕë£¨Shinyleaf Pricklyash Root£©,MOL005087,168.26,2.21,1,2,58.11,1.11,1.33,0.04,0.29,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
Üù²Ë£¨Shepherdspurse Herb£©,MOL005087,168.26,2.21,1,2,58.11,1.11,1.33,0.04,0.29,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
°×Ò©×Ó£¨Radix Stephaniae Cepharantha£©,MOL006973,606.77,7.02,0,8,77.42,0.96,0.29,0.06,0.27,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
¾Õ»¨(Chrysanthemum Flower),MOL009844,130.21,1.6,0,2,36.71,1.13,1.31,0.01,0.22,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
É£Ò¶£¨Mulberry Leaf£©,MOL009844,130.21,1.6,0,2,36.71,1.13,1.31,0.01,0.22,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
ºÚÖ¥Âé(Black Sesame)(Black Sesame),MOL009844,130.21,1.6,0,2,36.71,1.13,1.31,0.01,0.22,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
¼¦ÊºÌÙ£¨Chinese Fevervine Herb£©,MOL009844,130.21,1.6,0,2,36.71,1.13,1.31,0.01,0.22,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
Ã·»¨(plum-blossom),MOL009844,130.21,1.6,0,2,36.71,1.13,1.31,0.01,0.22,10.74,TRUE,TRUE,FALSE,TRUE,FALSE
Ï¸ÐÁ(Manchurian Wildginger)(Manchurian Wildginger),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
°ÍêªÌì(Morinda Root),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
°Ü½´²Ý(Herba Patriniae),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
±±Áõ¼ÄÅ«(Herba Siphonostegiae),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
±ùÆ¬£¨Bomeol£©,MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
²à°ØÒ¶(Chinese Arborvitae Twig and Leaf),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
ÜûÎµ×Ó(Motherwort Fruit),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
°ÍêªÌì(Morinda Root),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
Âû¾£×Ó(Shrub Chastetree Fruit),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
Ç¼»î£¨Incised Notopterygium Rhizome and Root£©,MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
À¥²¼(Kelp ),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
À±½·( Hot Pepper),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
µ±¹é(Chinese Angelica),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
Ã»Ò©(Myrrh),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
Þ»±¾£¨Chinese Lovage£©,MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
½ðÒø»¨(Honeysuckle Flower),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
¾Õ»¨(Chrysanthemum Flower),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
Á¬ÇÌ£¨Weeping Forsythia Capsule£©,MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
ÂúÉ½ºì(Dahurian Rhododendron Leaf),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
ÐÁÒÄ(Biond Magnolia Flower),MOL000232,154.28,2.42,1,1,46.3,1.28,1.4,0.03,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
°×ÜÆ£¨Dahurian Angelica Root£©,MOL000871,116.18,1.35,0,2,42.65,1.13,1.31,0.01,0.2,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
ÜûÎµ×Ó(Motherwort Fruit),MOL000871,116.18,1.35,0,2,42.65,1.13,1.31,0.01,0.2,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
´Ð°×£¨Fistular Onion Stalk£©,MOL000871,116.18,1.35,0,2,42.65,1.13,1.31,0.01,0.2,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
Âé»Æ£¨Ephedra£©,MOL000871,116.18,1.35,0,2,42.65,1.13,1.31,0.01,0.2,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL000871,116.18,1.35,0,2,42.65,1.13,1.31,0.01,0.2,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
Ä¾Ôô(Common Scouring Rush Herb),MOL000871,116.18,1.35,0,2,42.65,1.13,1.31,0.01,0.2,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
²ñºú£¨Chinese Thorowax Root£©,MOL004726,128.19,1.63,0,2,78.49,1.13,1.36,0.02,0.26,10.75,TRUE,TRUE,FALSE,TRUE,FALSE
°×ÉÖ£¨Debark Peony Root£©,MOL001895,206.36,4.36,1,1,38.9,1.73,1.87,0.06,0.3,10.76,TRUE,TRUE,FALSE,TRUE,FALSE
²ñºú£¨Chinese Thorowax Root£©,MOL004599,142.32,4.28,0,0,47.49,1.8,2.1,0.02,0.25,10.76,TRUE,TRUE,FALSE,TRUE,FALSE
è×—º×Ó£¨Fructus Noveniae£©,MOL013378,116.18,1.6,0,2,51.07,1.16,1.3,0.01,0.2,10.76,TRUE,TRUE,FALSE,TRUE,FALSE
¾Õ»¨(Chrysanthemum Flower),MOL006122,98.21,3.17,0,0,50.67,1.79,2.12,0.01,0.28,10.77,TRUE,TRUE,FALSE,TRUE,FALSE
Éú½ª£¨Fresh Ginger £©,MOL006122,98.21,3.17,0,0,50.67,1.79,2.12,0.01,0.28,10.77,TRUE,TRUE,FALSE,TRUE,FALSE
¾Õ»¨(Chrysanthemum Flower),MOL007541,168.26,3.1,0,2,72.06,1.3,1.62,0.05,0.31,10.77,TRUE,TRUE,FALSE,TRUE,FALSE
É°ÈÊ£¨Villous Amomum Fruit£©,MOL007541,168.26,3.1,0,2,72.06,1.3,1.62,0.05,0.31,10.77,TRUE,TRUE,FALSE,TRUE,FALSE
°ÍêªÌì(Morinda Root),MOL009511,126.27,3.62,0,0,60.03,1.81,2.08,0.01,0.29,10.77,TRUE,TRUE,FALSE,TRUE,FALSE
°ÍêªÌì(Morinda Root),MOL009511,126.27,3.62,0,0,60.03,1.81,2.08,0.01,0.29,10.77,TRUE,TRUE,FALSE,TRUE,FALSE
èÛè½×Ó£¨Barbary Wolfberry Fruit£©,MOL000430,117.17,-2.04,0,2,40.92,-0.77,-1.31,0.01,0.08,10.78,TRUE,FALSE,FALSE,TRUE,FALSE
ÂóÑ¿£¨Germinated Barley£©,MOL000430,117.17,-2.04,0,2,40.92,-0.77,-1.31,0.01,0.08,10.78,TRUE,FALSE,FALSE,TRUE,FALSE
²ÏÉ³(silkworm shit),MOL000430,117.17,-2.04,0,2,40.92,-0.77,-1.31,0.01,0.08,10.78,TRUE,FALSE,FALSE,TRUE,FALSE
Ë®·É¼»£¨Silybum marianum£©,MOL000430,117.17,-2.04,0,2,40.92,-0.77,-1.31,0.01,0.08,10.78,TRUE,FALSE,FALSE,TRUE,FALSE
Å£Ï¥£¨Medicinal Cyathula Root£©,MOL000430,117.17,-2.04,0,2,40.92,-0.77,-1.31,0.01,0.08,10.78,TRUE,FALSE,FALSE,TRUE,FALSE
»ÆÜÎ£¨Milkvetch Root£©,MOL000430,117.17,-2.04,0,2,40.92,-0.77,-1.31,0.01,0.08,10.78,TRUE,FALSE,FALSE,TRUE,FALSE
ÁéÖ¥£¨Ganoderma£©,MOL000430,117.17,-2.04,0,2,40.92,-0.77,-1.31,0.01,0.08,10.78,TRUE,FALSE,FALSE,TRUE,FALSE
°Ü½´²Ý(Herba Patriniae),MOL001672,118.27,2.85,0,0,37.37,1.54,1.67,0,0.31,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
²à°ØÒ¶(Chinese Arborvitae Twig and Leaf),MOL002034,398.44,3.21,0,7,52.7,0.73,0.08,0.83,0.21,10.78,TRUE,TRUE,TRUE,TRUE,TRUE
¹ðÖ¦(Cassia Twig),MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
±¡ºÉ(Peppermint),MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
¾£½æ£¨Fineleaf Schizonepeta Herb£©,MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
¾£½æ£¨Fineleaf Schizonepeta Herb£©Ëë,MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
¾Õ»¨(Chrysanthemum Flower),MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
Âé»Æ£¨Ephedra£©,MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
Ü¾Ý´£¨Cilantro£©,MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
×ÏËÕ£¨Perilla Leaf£©,MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
Ýï±¾£¨Chinese Ligusticum£©,MOL011848,152.26,2.77,0,1,48.75,1.42,1.67,0.03,0.3,10.78,TRUE,TRUE,FALSE,TRUE,FALSE
Ñ°¹Ç·ç£¨Wooly Datchmanspipe Herb£©,MOL005635,338.33,3.33,0,6,75.17,0.95,0.13,0.73,0.31,10.79,TRUE,TRUE,TRUE,TRUE,TRUE
¾Õ»¨(Chrysanthemum Flower),MOL007727,128.19,1.92,0,2,30.73,1.26,1.44,0.01,0.27,10.79,TRUE,TRUE,FALSE,TRUE,FALSE
×Ï²Ý(Arnebia Root),MOL007727,128.19,1.92,0,2,30.73,1.26,1.44,0.01,0.27,10.79,TRUE,TRUE,FALSE,TRUE,FALSE
»¨½·£¨Pricklyash Peel£©,MOL008130,168.26,3.1,0,2,76.78,1.26,1.54,0.05,0.32,10.79,TRUE,TRUE,FALSE,TRUE,FALSE
±±Áõ¼ÄÅ«(Herba Siphonostegiae),MOL008130,168.26,3.1,0,2,76.78,1.26,1.54,0.05,0.32,10.79,TRUE,TRUE,FALSE,TRUE,FALSE
ÒøÐÓÒ¶£¨Ginkgo Leaf£©,MOL004918,86.2,3.11,0,0,52.5,1.78,2.14,0,0,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
»¨½·£¨Pricklyash Peel£©,MOL004918,86.2,3.11,0,0,52.5,1.78,2.14,0,0,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
¸Ê²Ý£¨Liquorice Root£©,MOL004918,86.2,3.11,0,0,52.5,1.78,2.14,0,0,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
ÁãÁêÏã(Lysimachia foenumgraecum Hance),MOL004918,86.2,3.11,0,0,52.5,1.78,2.14,0,0,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
Ãµ¹å»¨(Rose Flower),MOL004918,86.2,3.11,0,0,52.5,1.78,2.14,0,0,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
Äµ¾£Ò¶£¨Hempleaf Negundo Chastetree Leaf£©,MOL004918,86.2,3.11,0,0,52.5,1.78,2.14,0,0,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
Ä¾ºûµû£¨Indian Trumpetflower Seed£©£¨Indian Trumpetflower Seed£©,MOL004918,86.2,3.11,0,0,52.5,1.78,2.14,0,0,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
Ç£Å£×Ó(Pharbitis Seed),MOL005268,112.24,3.45,0,0,54.13,1.78,2.23,0.01,0.18,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
×ÏËÕ£¨Perilla Leaf£©,MOL005268,112.24,3.45,0,0,54.13,1.78,2.23,0.01,0.18,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
èÁèËÒ¶(Loquat Leaf),MOL005268,112.24,3.45,0,0,54.13,1.78,2.23,0.01,0.18,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
µ³²Î(Tangshen),MOL008411,356.46,1.04,2,6,40,0.29,-0.19,0.66,0.28,10.8,TRUE,TRUE,TRUE,TRUE,TRUE
¿î¶¬»¨(Common Coltsfoot Flower),MOL010007,442.65,6.71,0,5,42.32,0.39,-0.1,0.52,0.33,10.8,TRUE,TRUE,TRUE,TRUE,TRUE
Ü¾Ý´£¨Cilantro£©,MOL012147,102.2,1.87,1,1,73.14,1.19,1.4,0.01,0.22,10.8,TRUE,TRUE,FALSE,TRUE,FALSE
ÄÏº×Ê­£¨Common Carpesium Fruit£©(Fructus Carotae),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
Öñ½Ú²Î£¨Japanese Ginseng£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
»¨½·£¨Pricklyash Peel£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
Ê¯ÝÅÆÑ£¨Grassleaf Sweetflag Rhizome£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
ÏãéÚ(Citron Fruit),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
Ç£Å£×Ó(Pharbitis Seed),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
Ä¾ÃÞ»¨(Commen Bomhax Flower),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
ÅåÀ¼£¨Fortune Eupatorium Herb£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
¹áÒ¶½ðË¿ÌÒ£¨Hyperici Perforati Herba£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
Éß´²×Ó£¨Common Chidium Fruit£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
éÙÂç£¨Tangerine Pith£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
Äµ¾£Ò¶£¨Hempleaf Negundo Chastetree Leaf£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
Óô½ð£¨Turmeric Root Tuber£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
É£¼ÄÉú(Chinese Taxillus Herb),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
°Ë½ÇÜîÏã(Chinese Star Anise),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
°¬Ò¶(Argy Wormwood Leaf),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
°Ë½ÇÜîÏã(Chinese Star Anise),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
°ÍêªÌì(Morinda Root),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
±¡ºÉ(Peppermint),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
±±ÎåÎ¶×Ó(Chinese Magnoliavine Fruit),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
ÜêÜØ£¨Long Pepper£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
²ñºú£¨Chinese Thorowax Root£©,MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
³ÂÆ¤(Dried Tangerine Peel),MOL000608,154.28,2.55,1,1,81.41,1.36,1.66,0.03,0.25,10.81,TRUE,TRUE,FALSE,TRUE,FALSE
