,name,MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OBÖµ,Caco2Öµ,DLÖµ,HLÖµ,»ã×Ü
5072,´©ÐÄÁ«,MOL008225,496.66,1.28,5,9,15.01,-1.15,-1.83,0.82,0.26,,FALSE,FALSE,TRUE,TRUE,FALSE
5074,´©ÐÄÁ«,MOL008227,490.5,0.92,4,11,27.31,-0.77,-1.51,0.84,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
5078,´©ÐÄÁ«,MOL008231,512.66,0.31,6,10,13.28,-1.47,-2.14,0.84,0.27,,FALSE,FALSE,TRUE,TRUE,FALSE
5080,´©ÐÄÁ«,MOL008233,512.66,0.18,6,10,13.89,-1.86,-2.74,0.8,0.26,,FALSE,FALSE,TRUE,TRUE,FALSE
5082,´©ÐÄÁ«,MOL008235,480.66,2.38,4,8,19.92,-0.69,-1.24,0.82,0.27,,FALSE,FALSE,TRUE,TRUE,FALSE
14533,¾Õ»¨,MOL008236,465.01,15.43,0,0,8.01,1.96,1.75,0.47,0.14,,FALSE,TRUE,TRUE,TRUE,FALSE
32998,×ÏËÕ,MOL008236,465.01,15.43,0,0,8.01,1.96,1.75,0.47,0.14,,FALSE,TRUE,TRUE,TRUE,FALSE
5083,´©ÐÄÁ«,MOL008236,465.01,15.43,0,0,8.01,1.96,1.75,0.47,0.14,,FALSE,TRUE,TRUE,TRUE,FALSE
15197,¿àÐÓÈÊ,MOL008236,465.01,15.43,0,0,8.01,1.96,1.75,0.47,0.14,,FALSE,TRUE,TRUE,TRUE,FALSE
5084,´©ÐÄÁ«,MOL008237,468.55,-0.4,5,10,19.17,-1.09,-2.11,0.86,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
5340,´ó·ç×Ó,MOL008241,320.37,1.69,4,6,7.09,-0.14,-0.89,0.22,0.21,,FALSE,TRUE,TRUE,TRUE,FALSE
5341,´ó·ç×Ó,MOL008242,562.6,6.95,5,8,2.38,0.1,-1.05,0.24,0.34,,FALSE,TRUE,TRUE,TRUE,FALSE
5342,´ó·ç×Ó,MOL008243,458.5,2.15,5,9,25.58,-0.73,-1.83,0.95,0.26,,FALSE,FALSE,TRUE,TRUE,FALSE
6101,µ±¹é,MOL008244,210.45,5.57,0,0,15.01,1.8,2.2,0.06,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
1699,°×ÜÆ,MOL008245,168.36,5.46,0,0,17.74,1.8,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
4660,´¨±´Ä¸,MOL008245,168.36,5.46,0,0,17.74,1.8,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
6102,µ±¹é,MOL008245,168.36,5.46,0,0,17.74,1.8,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
15369,¿î¶¬»¨,MOL008245,168.36,5.46,0,0,17.74,1.8,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
16849,ÁãÁêÏã,MOL008245,168.36,5.46,0,0,17.74,1.8,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
28284,Ï¸ÐÁ,MOL008245,168.36,5.46,0,0,17.74,1.8,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
32999,×ÏËÕ,MOL008245,168.36,5.46,0,0,17.74,1.8,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
6103,µ±¹é,MOL008246,228.11,-1.55,2,8,19.32,-1.22,-1.66,0.05,0.42,,FALSE,FALSE,FALSE,TRUE,FALSE
28072,Î÷Ñó²Î,MOL008246,228.11,-1.55,2,8,19.32,-1.22,-1.66,0.05,0.42,,FALSE,FALSE,FALSE,TRUE,FALSE
6104,µ±¹é,MOL008247,635.97,9.49,3,9,20.69,-0.43,-1.8,0.47,0.21,,FALSE,FALSE,TRUE,TRUE,FALSE
6105,µ±¹é,MOL008248,390.27,-3.85,6,13,4.63,-2.34,-2.96,0.29,0.34,,FALSE,FALSE,TRUE,TRUE,FALSE
6106,µ±¹é,MOL008249,228.11,-1.55,2,8,12.66,-1.15,-1.77,0.05,0,,FALSE,FALSE,FALSE,TRUE,FALSE
6110,µ±¹é,MOL008253,493.73,3.18,3,7,0.31,-0.46,-1.31,0.51,0.19,,FALSE,FALSE,TRUE,TRUE,FALSE
9155,¹¦ÀÍÄ¾,MOL008254,622.82,7.22,0,8,10.42,0.95,0.28,0.1,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
25648,Ê®´ó¹¦ÀÍÒ¶,MOL008254,622.82,7.22,0,8,10.42,0.95,0.28,0.1,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
6111,µ±¹é,MOL008254,622.82,7.22,0,8,10.42,0.95,0.28,0.1,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
25619,Ê®´ó¹¦ÀÍ¸ù,MOL008254,622.82,7.22,0,8,10.42,0.95,0.28,0.1,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
6114,µ±¹é,MOL008257,204.39,4.17,0,0,29.33,1.83,2.04,0.12,0.23,,FALSE,TRUE,FALSE,TRUE,FALSE
6118,µ±¹é,MOL008261,156.35,4.78,0,0,29.14,1.81,2.2,0.02,0.25,,FALSE,TRUE,FALSE,TRUE,FALSE
11984,»Æ°Ø,MOL008261,156.35,4.78,0,0,29.14,1.81,2.2,0.02,0.25,,FALSE,TRUE,FALSE,TRUE,FALSE
6121,µ±¹é,MOL008264,252.54,8.14,0,0,19.5,1.86,2.07,0.09,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
6123,µ±¹é,MOL008266,198.34,3.99,0,2,19.39,1.26,1.26,0.04,0.23,,FALSE,TRUE,FALSE,TRUE,FALSE
6124,µ±¹é,MOL008267,270.51,6.83,1,2,20.23,1.07,0.87,0.11,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
6125,µ±¹é,MOL008268,164.22,2.5,1,2,20.73,1.43,1.39,0.04,0.32,,FALSE,TRUE,FALSE,TRUE,FALSE
6126,µ±¹é,MOL008269,310.63,7.99,0,1,20.4,1.42,1.32,0.11,0.25,,FALSE,TRUE,FALSE,TRUE,FALSE
6127,µ±¹é,MOL008270,198.39,4.54,0,1,13.16,1.43,1.39,0.04,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
19196,Ãµ¹å»¨,MOL008271,156.35,4.98,0,0,16.97,1.78,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
6128,µ±¹é,MOL008271,156.35,4.98,0,0,16.97,1.78,2.05,0.02,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
6133,µ±¹é,MOL008276,172.35,4.15,1,1,25.77,1.19,1.14,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
33996,Ýï±¾,MOL008276,172.35,4.15,1,1,25.77,1.19,1.14,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
6135,µ±¹é,MOL008278,762.38,2.93,5,13,7.18,-0.21,-1.98,0.31,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
20703,Å£Ï¥,MOL008279,170.33,3.83,0,1,18.65,1.31,1.48,0.02,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
6136,µ±¹é,MOL008279,170.33,3.83,0,1,18.65,1.31,1.48,0.02,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
6140,µ±¹é,MOL008283,204.39,4.22,0,0,18.21,1.83,2.02,0.1,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
24173,É³¼¬,MOL008284,88.12,0.89,1,2,21.62,0.69,0.98,0,0.34,,FALSE,TRUE,FALSE,TRUE,FALSE
7314,°×¹û,MOL008284,88.12,0.89,1,2,21.62,0.69,0.98,0,0.34,,FALSE,TRUE,FALSE,TRUE,FALSE
22772,ÈâÜÊÈØ,MOL008284,88.12,0.89,1,2,21.62,0.69,0.98,0,0.34,,FALSE,TRUE,FALSE,TRUE,FALSE
864,°×¹û,MOL008284,88.12,0.89,1,2,21.62,0.69,0.98,0,0.34,,FALSE,TRUE,FALSE,TRUE,FALSE
5301,´Ð°×,MOL008284,88.12,0.89,1,2,21.62,0.69,0.98,0,0.34,,FALSE,TRUE,FALSE,TRUE,FALSE
